device,base_model,benchmark_model,mAP50,mAP50_cpu,accuracy_drop,latency_singlestream,latency_cpu,speedup,throughput_singlestream,throughput_offline,eta,feasible
DeepX M1,yolo11n,yolo11n,53.89831161,54.25328064,0.6542812265223404,33.156465600000004,51.88629889,1.564892335508764,30.160030084750645,103.777867,3.440907277226876,1
DeepX M1,yolo11s,yolo11s,61.45746613,61.56828308,0.17999032043171967,47.79143813,125.300596,2.6218209977101603,20.924250014821638,101.3778595,4.844993700046083,1
DeepX M1,yolo12n,yolo12n,55.4330101,55.77432632,0.6119593772262404,73.25014633,61.65644764,0.8417245661494093,13.651849861089552,46.03691992,3.3722111207224925,0
DeepX M1,yolo12s,yolo12s,62.30085373,62.77750778,0.7592752035815215,127.8193482,143.7807615,1.1248747824548837,7.823541694449042,23.22404259,2.9684819864228396,1
DeepX M1,yolov10m,yolov10m,65.76066589,66.39168549,0.9504497368048396,48.9345184,310.12430730000005,6.337536721317769,20.435472396515912,84.23324765,4.121913407020681,1
DeepX M1,yolov10n,yolov10n,53.51906967,53.98374176,0.8607630276275249,32.75357374,50.94619524,1.5554392825776575,30.531019544250807,88.19794771,2.888797984036149,1
DeepX M1,yolov10s,yolov10s,62.08774567,62.26559448,0.2856293455242386,42.04618904,130.8155201,3.1112336952952058,23.783368310708617,85.60149611,3.5992166875478846,1
DeepX M1,yolov5mu,yolov5mu,63.51412964,63.77489471,0.4088835758737985,39.42213634,302.1650964,7.664858489503159,25.366458869083196,99.72064923,3.9312010298583764,1
DeepX M1,yolov5nu,yolov5nu,48.64378738,48.88421249,0.49182567899439195,26.99993078,55.16334188,2.043091974178757,37.03713198926949,99.88387235,2.696857639488356,1
DeepX M1,yolov5su,yolov5su,58.40240097,58.55023193,0.25248569497852763,45.9240191,129.70280659999997,2.824291278112459,21.775097641660896,101.0554335,4.640871658212781,1
DeepX M1,yolov7,yolov7,66.40750885,66.64164734,0.3513395891993064,63.00062227,448.7389988,7.1227708970373635,15.872859091999569,45.72820215,2.880905190738352,1
DeepX M1,yolov7x,yolov7x,68.05981445,68.14979553,0.13203426261255746,77.77413284,744.0225637,9.566452707748377,12.857745415911475,44.04505541,3.4255659904025006,1
DeepX M1,yolov8m,yolov8m,65.19221497,65.39667511,0.31264607819296364,52.97914367,368.3289403,6.952338501246296,18.875352275017246,96.06229648,5.089298206484055,1
DeepX M1,yolov8n,yolov8n,51.28499222,51.67530823,0.7553240094142335,29.18107093,59.28260226,2.031543064413503,34.268790285278264,101.4213354,2.9595831821227203,1
DeepX M1,yolov8s,yolov8s,60.38034058,60.59686661,0.3573221556050968,31.44099232,152.7072133,4.856946363072042,31.805611916513456,101.7258276,3.198360964317244,1
DeepX M1,yolov9m,yolov9m,66.09468079,66.19837952,0.15664844177745357,52.82599666,345.3845701,6.538155301128965,18.93007350975742,97.04182125,5.126330925232817,1
DeepX M1,yolov9s,yolov9s,60.86295319,61.23288727,0.6041428005326853,31.66902636,155.00957140000003,4.89467436219596,31.5765943869706,102.8572239,3.2573881350055216,1
DeepX M1,yolov9t,yolov9t,51.73718262,51.99168396,0.48950393719850666,29.42439777,62.60135047,2.1275320895038323,33.985402447881604,100.0404756,2.943630747154379,1
Hailo-8,yolo11m,yolo11m,58.96662903,65.75679016,10.326174853544577,64.40008725,303.82471610000005,4.717768703022992,15.527929273108244,35.86253914,2.30955064962254,0
Hailo-8,yolo11n,yolo11n,47.61535263,54.25328064,12.235072113051123,39.11144378,51.88629889,1.3266270399491755,25.567964343759645,67.67747751,2.6469638568045797,0
Hailo-8,yolo11s,yolo11s,55.47328186,61.56828308,9.899579645708712,48.18107426,125.300596,2.6006185608033388,20.755037436560468,65.33812114,3.148060866655216,0
Hailo-8,yolov10m,yolov10m,4.579403877,66.39168549,93.10244371233843,50.29537163,310.12430730000005,6.166060558841129,19.882545204289208,52.92463228,2.661864048903694,0
Hailo-8,yolov10n,yolov10n,43.39363098,53.98374176,19.617222583572175,32.11724855,50.94619524,1.586256530060076,31.13591746326601,90.58330878,2.909286642568657,0
Hailo-8,yolov10s,yolov10s,44.56253433,62.26559448,28.431528355015235,38.88539321,130.8155201,3.364130057616563,25.716597350565923,85.68245472,3.3317959429852197,0
Hailo-8,yolov5mu,yolov5mu,58.0574913,63.77489471,8.964975067381019,57.29166623,302.1650964,5.274154450089555,17.454545587580828,59.96161028,3.435300562775097,0
Hailo-8,yolov5nu,yolov5nu,42.24772644,48.88421249,13.575929143499232,33.24584402,55.16334188,1.6592552695252643,30.078947594123978,72.69929880000001,2.4169495482681733,0
Hailo-8,yolov5su,yolov5su,51.35976028,58.55023193,12.280859380021928,35.70459318,129.70280659999997,3.632664457094368,28.007601009725324,70.76200629,2.526528647185051,0
